timestamp,mode,trial,duration,status,logpath
2025-10-27T05:04:50Z,improved,1,4.68,PASS,results/shipmentsegmentacceptanceresults/logs/log_improved_1.txt
2025-10-27T05:04:54Z,improved,2,6.00,PASS,results/shipmentsegmentacceptanceresults/logs/log_improved_2.txt
2025-10-27T05:05:01Z,improved,3,4.84,PASS,results/shipmentsegmentacceptanceresults/logs/log_improved_3.txt
