timestamp,mode,trial,duration,status,logpath
2025-10-27T04:14:28Z,improved,1,4.32,PASS,results/shipmentregistryresults/logs/log_improved_1.txt
2025-10-27T04:14:32Z,improved,2,4.35,PASS,results/shipmentregistryresults/logs/log_improved_2.txt
2025-10-27T04:14:37Z,improved,3,4.48,PASS,results/shipmentregistryresults/logs/log_improved_3.txt
