timestamp,mode,trial,duration,status,logpath
2025-10-26T20:56:42Z,improved,1,1.21,PASS,results/batchregistryresults/logs/log_improved_1.txt
2025-10-26T20:56:44Z,improved,2,1.24,PASS,results/batchregistryresults/logs/log_improved_2.txt
2025-10-26T20:56:45Z,improved,3,1.29,PASS,results/batchregistryresults/logs/log_improved_3.txt
