timestamp,mode,trial,duration,status,logpath
2025-10-26T21:06:20Z,improved,1,1.25,PASS,results/batchregistryresults/logs/log_improved_1.txt
2025-10-26T21:06:21Z,improved,2,1.26,PASS,results/batchregistryresults/logs/log_improved_2.txt
2025-10-26T21:06:22Z,improved,3,1.26,PASS,results/batchregistryresults/logs/log_improved_3.txt
