timestamp,mode,trial,duration,status,logpath
2025-10-27T03:38:08Z,improved,1,4.69,PASS,results/productregistryresults/logs/log_improved_1.txt
2025-10-27T03:38:13Z,improved,2,4.97,PASS,results/productregistryresults/logs/log_improved_2.txt
2025-10-27T03:38:18Z,improved,3,4.71,PASS,results/productregistryresults/logs/log_improved_3.txt
